"color","num_critic_for_reviews","duration","gross","movie_title","num_voted_users","num_user_for_reviews","language","country","budget","title_year","imdb_score","movie_facebook_likes"
"Color",223,190,124107476,"Traffic ",170684,867,"English","USA",4.8e+07,2000,7.6,0
"Color",149,127,197171806,"Indiana Jones and the Last Crusade ",515306,477,"English","USA",4.8e+07,1989,8.3,0
"Color",371,120,31569268,"Chappie ",172965,627,"English","USA",4.9e+07,2015,6.9,67000
"Color",75,118,66488090,"The Bone Collector ",120202,397,"English","USA",4.8e+07,1999,6.7,0
"Color",233,112,95308367,"Panic Room ",206104,850,"English","USA",4.8e+07,2002,6.8,0
"Color",150,114,60652036,"Three Kings ",137854,560,"English","USA",4.8e+07,1999,7.1,3000
"Color",172,137,1206135,"Child 44 ",40568,185,"English","Czech Republic",5e+07,2015,6.4,18000
"Color",103,112,56607223,"Rat Race ",93367,497,"English","Canada",4.8e+07,2001,6.4,0
"Color",140,120,50173190,"K-PAX ",148490,537,"English","USA",4.8e+07,2001,7.4,0
"Color",125,123,47095453,"Kate & Leopold ",64595,316,"English","USA",4.8e+07,2001,6.4,0
"Color",125,93,37879996,"Bedazzled ",81888,254,"English","USA",4.8e+07,2000,6,0
"Color",36,123,25900000,"The Cotton Club ",12771,84,"English","USA",5.8e+07,1984,6.5,828
"Color",295,122,53574088,"3:10 to Yuma ",237872,560,"English","USA",5.5e+07,2007,7.8,0
"Color",222,115,89253340,"Taken 3 ",133436,323,"English","France",4.8e+07,2014,6,38000
"Color",158,123,37339525,"Out of Sight ",71708,307,"English","USA",4.8e+07,1998,7,0
"Color",72,96,60154431,"The Cable Guy ",122347,345,"English","USA",4.7e+07,1996,6,0
"Color",72,105,103738726,"Dick Tracy ",47819,164,"English","USA",1e+08,1990,6.1,2000
"Color",152,113,69304264,"The Thomas Crown Affair ",73068,419,"English","USA",4.8e+07,1999,6.8,0
"Color",89,132,29781453,"Riding in Cars with Boys ",22447,210,"English","USA",4.8e+07,2001,6.4,0
"Color",93,75,15519841,"Happily N'Ever After ",8693,71,"English","USA",4.7e+07,2006,4.5,261
"Color",46,108,5600000,"Mary Reilly ",11913,97,"English","USA",4.7e+07,1996,5.8,616
"Color",84,105,126805112,"My Best Friend's Wedding ",98199,169,"English","USA",4.6e+07,1997,6.3,0
"Color",142,102,93607673,"America's Sweethearts ",47573,343,"English","USA",4.8e+07,2001,5.7,881
"Color",185,118,67263182,"Insomnia ",218771,651,"English","USA",4.6e+07,2002,7.2,0
"Color",143,111,92001027,"Star Trek: First Contact ",97838,286,"English","USA",4.5e+07,1996,7.6,3000
"Color",178,81,10539414,"Jonah Hex ",45729,176,"English","USA",4.7e+07,2010,4.7,0
"Color",65,116,58918501,"Courage Under Fire ",40126,107,"English","USA",4.6e+07,1996,6.6,975
"Color",73,86,181395380,"Liar Liar ",220392,243,"English","USA",4.5e+07,1997,6.8,0
"Color",72,127,14946229,"The Infiltrator ",2581,29,"English","UK",2.5e+07,2016,7.3,0
"Color",35,91,130512915,"The Flintstones ",60884,85,"English","USA",4.5e+07,1994,4.8,0
"Color",358,98,139852971,"Taken 2 ",238671,461,"English","France",4.5e+07,2012,6.3,63000
"Color",151,84,110000082,"Scary Movie 3 ",111526,347,"English","USA",4.8e+07,2003,5.5,0
"Color",140,109,106807667,"Miss Congeniality ",137377,370,"English","USA",4.5e+07,2000,6.2,0
"Color",201,93,101702060,"Journey to the Center of the Earth ",85323,212,"English","USA",4.5e+07,2008,5.8,0
"Color",77,113,95149435,"The Princess Diaries 2: Royal Engagement ",53687,152,"English","USA",4e+07,2004,5.7,1000
"Color",43,141,100768056,"The Pelican Brief ",59569,89,"English","USA",4.5e+07,1993,6.5,0
"Color",39,119,92115211,"The Client ",45798,94,"English","USA",4.5e+07,1994,6.7,1000
"Color",207,97,93452056,"The Bucket List ",184795,310,"English","USA",4.5e+07,2007,7.4,22000
"Color",47,117,83287363,"Patriot Games ",81442,137,"English","USA",4.5e+07,1992,6.9,0
"Color",132,101,82931301,"Monster-in-Law ",43358,228,"English","Germany",6e+07,2005,5.5,0
"Color",454,153,60962878,"Prisoners ",383591,620,"English","USA",4.6e+07,2013,8.1,86000
"Color",109,122,76261036,"Training Day ",305929,633,"English","USA",4.5e+07,2001,7.7,0
"Color",213,102,71423726,"Galaxy Quest ",123558,609,"English","USA",4.5e+07,1999,7.3,19000
"Color",127,83,71277420,"Scary Movie 2 ",119590,548,"English","USA",4.5e+07,2001,5.2,0
"Color",398,103,88625922,"The Muppets ",75176,252,"English","USA",4.5e+07,2011,7.1,26000
"Color",184,110,70001065,"Blade ",191437,582,"English","USA",4.5e+07,1998,7.1,0
"Color",127,136,67253092,"Coach Carter ",92702,209,"English","USA",3e+07,2005,7.2,0
"Color",167,91,66790248,"Changing Lanes ",57281,350,"English","USA",4.5e+07,2002,6.5,0
"Color",119,89,65557989,"Anaconda ",73539,271,"English","USA",4.5e+07,1997,4.6,0
"Color",155,107,60786269,"Coyote Ugly ",90539,379,"English","USA",4.5e+07,2000,5.6,0
"Color",218,129,59365105,"Love Actually ",318634,1004,"English","UK",4.5e+07,2003,7.7,52000
"Color",117,95,162792677,"A Bug's Life ",211226,317,"English","USA",1.2e+08,1998,7.2,0
"Color",208,122,31598308,"From Hell ",124765,541,"English","USA",3.5e+07,2001,6.8,0
"Color",38,110,57362581,"The Specialist ",50148,116,"English","Peru",4.5e+07,1994,5.4,0
"Color",48,135,53854588,"Tin Cup ",37911,73,"English","USA",4.5e+07,1996,6.3,1000
"Color",94,95,52580895,"Kicking & Screaming ",30255,118,"English","USA",4.5e+07,2005,5.6,743
"Color",276,109,51019112,"The Hitchhiker's Guide to the Galaxy ",155745,1053,"English","USA",5e+07,2005,6.8,10000
"Color",59,93,48114556,"Fat Albert ",9380,91,"English","USA",2.6e+07,2004,4.3,531
"Color",216,94,50648679,"Resident Evil: Extinction ",149549,348,"English","France",4.5e+07,2007,6.3,0
"Color",173,117,46280507,"Blended ",87165,184,"English","USA",4e+07,2014,6.5,12000
"Color",99,112,38360195,"Last Holiday ",21215,116,"English","USA",4.5e+07,2006,6.4,0
"Color",42,111,46815748,"The River Wild ",32544,69,"English","USA",4.5e+07,1994,6.3,0
"Color",25,96,35617599,"The Indian in the Cupboard ",20688,47,"English","USA",4.5e+07,1995,5.9,0
" Black and White",339,141,47307550,"Savages ",104301,269,"English","USA",4.5e+07,2012,6.5,28000
"Color",127,94,32003620,"Cellular ",79141,355,"English","USA",2.5e+07,2004,6.5,2000
"Color",122,87,27972410,"Johnny English ",114692,285,"English","UK",3.5e+07,2003,6.1,2000
"Color",105,88,28133159,"The Ant Bully ",30055,70,"English","USA",5e+07,2006,5.9,593
"Color",144,177,27400000,"Dune ",97087,569,"English","USA",4e+07,1984,6.6,11000
"Color",156,133,24343673,"Across the Universe ",91860,524,"English","USA",4.5e+07,2007,7.4,14000
"Color",323,119,22877808,"Revolutionary Road ",152591,414,"English","USA",3.5e+07,2008,7.3,0
"Color",199,102,36883539,"16 Blocks ",112769,305,"English","Germany",5.2e+07,2006,6.6,0
"Color",164,101,22531698,"Babylon A.D. ",81523,214,"English","France",7e+07,2008,5.6,0
"Color",39,91,20400913,"The Glimmer Man ",15455,80,"English","USA",4.5e+07,1996,5.3,451
"Color",43,117,20101861,"Multiplicity ",24757,81,"English","USA",4.5e+07,1996,6,0
"Color",82,86,25200412,"Aliens in the Attic ",16580,55,"English","USA",4.5e+07,2009,5.4,916
"Color",150,124,19719930,"The Pledge ",42621,531,"English","USA",4.5e+07,2001,6.8,0
"Color",168,134,19377727,"The Producers ",35140,409,"English","USA",4.5e+07,2005,6.4,0
"Color",432,95,13401683,"Dredd ",203461,588,"English","UK",3.5e+07,2012,7.1,46000
"Color",60,100,17300889,"The Phantom ",27648,148,"English","Australia",4.5e+07,1996,4.9,0
"Color",85,220,15527125,"All the Pretty Horses ",11388,183,"English","USA",5.7e+07,2000,5.8,652
" Black and White",83,212,13560960,"Nixon ",23996,161,"English","USA",5e+07,1995,7.1,915
"Color",343,128,15523168,"The Ghost Writer ",132423,349,"English","France",4.5e+07,2010,7.2,15000
"Color",106,106,11146409,"Deep Rising ",26551,273,"English","USA",4.5e+07,1998,6,0
"Color",158,160,7916887,"Miracle at St. Anna ",15697,182,"English","USA",4.5e+07,2008,6,0
"Color",189,114,6565495,"Curse of the Golden Flower ",36455,229,"Mandarin","China",4.5e+07,2006,7,0
"Color",125,99,15279680,"Bangkok Dangerous ",48245,154,"English","USA",4e+07,2008,5.4,0
"Color",87,74,7262288,"Big Trouble ",17307,186,"English","USA",4e+07,2002,6.5,892
"Color",115,139,4584886,"Love in the Time of Cholera ",19114,115,"English","USA",4.5e+07,2007,6.4,0
"Color",24,103,2154540,"Shadow Conspiracy ",3803,41,"English","USA",4.5e+07,1997,4.9,68
"Color",152,101,8129455,"Johnny English Reborn ",89568,142,"English","USA",4.5e+07,2011,6.3,17000
"Color",656,130,136019448,"Argo ",452465,695,"English","USA",44500000,2012,7.7,89000
"Color",119,130,183875760,"The Fugitive ",213668,270,"English","USA",4.4e+07,1993,7.8,0
"Color",161,110,67061228,"The Bounty Hunter ",96565,135,"English","USA",4e+07,2010,5.5,0
" Black and White",73,147,53300852,"Sleepers ",154487,259,"English","USA",4.4e+07,1996,7.5,0
"Color",96,96,150415432,"Rambo: First Blood Part II ",117606,217,"English","USA",4.4e+07,1985,6.4,0
"Color",28,118,44834712,"The Juror ",13995,62,"English","USA",4.4e+07,1996,5.6,353
"Color",105,88,84300000,"Pinocchio ",90360,147,"English","USA",2600000,1940,7.5,0
"Color",102,325,1500000,"Heaven's Gate ",9830,189,"English","USA",4.4e+07,1980,6.8,1000
"Color",206,102,62318875,"Underworld: Evolution ",156225,502,"English","USA",5e+07,2006,6.8,0
"Color",159,110,5773519,"Victor Frankenstein ",28618,91,"English","USA",4e+07,2015,6,11000
"Color",137,136,51768623,"Finding Forrester ",73006,297,"English","USA",4.3e+07,2000,7.3,0
"Color",116,103,37035515,"28 Days ",34597,194,"English","USA",4.3e+07,2000,6,0
"Color",177,103,24520892,"Unleashed ",85198,303,"English","France",4.5e+07,2005,7,0
"Color",99,90,24430272,"The Sweetest Thing ",46158,403,"English","USA",4.3e+07,2002,5.1,0
"Color",56,154,158348400,"The Firm ",88844,142,"English","USA",4.2e+07,1993,6.8,0
"Color",117,99,31136950,"Charlie St. Cloud ",47364,75,"English","USA",4.4e+07,2010,6.5,0
"Color",252,93,29113588,"The Mechanic ",117999,181,"English","USA",4e+07,2011,6.6,16000
"Color",375,109,138447667,"21 Jump Street ",408302,345,"English","USA",4.2e+07,2012,7.2,39000
"Color",150,124,116006080,"Notting Hill ",203269,602,"English","UK",4.2e+07,1999,7,11000
"Color",187,84,106793915,"Chicken Run ",140499,358,"English","UK",4.5e+07,2000,7,0
"Color",108,90,87856565,"Along Came Polly ",106909,268,"English","USA",4.2e+07,2004,5.9,0
"Color",21,117,70100000,"Boomerang ",20183,41,"English","USA",4e+07,1992,5.4,0
"Color",270,123,159578352,"The Heat ",133177,380,"English","USA",4.3e+07,2013,6.6,24000
"Color",72,251,57750000,"Cleopatra ",21554,192,"English","UK",31115000,1963,7,0
"Color",154,105,45290318,"Here Comes the Boom ",74169,112,"English","USA",4.2e+07,2012,6.5,17000
"Color",114,115,41543207,"High Crimes ",30077,175,"English","USA",4.2e+07,2002,6.3,893
"Color",27,122,41252428,"The Mirror Has Two Faces ",11453,71,"English","USA",4.2e+07,1996,6.5,0
"Color",166,119,35228696,"The Mothman Prophecies ",63677,460,"English","USA",3.2e+07,2002,6.5,0
"Color",288,81,59992760,"Brüno ",119622,396,"English","USA",4.2e+07,2009,5.8,0
"Color",117,133,34667015,"Licence to Kill ",74009,317,"English","UK",3.2e+07,1989,6.6,0
"Color",291,100,37652565,"Red Riding Hood ",91151,283,"English","USA",4.2e+07,2011,5.4,20000
"Color",151,120,24375436,"15 Minutes ",42547,265,"English","USA",4.2e+07,2001,6.1,748
"Color",36,104,20915465,"Super Mario Bros. ",38203,290,"English","UK",4.2e+07,1993,4,0
"Color",168,122,24127895,"Lord of War ",248123,437,"English","USA",5e+07,2005,7.6,10000
" Black and White",283,80,84961,"Hero ",149414,841,"Mandarin","China",3.1e+07,2002,7.9,0
"Color",127,91,26404753,"One for the Money ",34203,169,"English","USA",4e+07,2012,5.3,19000
"Color",293,112,6105175,"The Interview ",247020,835,"English","USA",4.4e+07,2014,6.6,50000
"Color",95,100,5664251,"The Warrior's Way ",22309,102,"English","New Zealand",4.5e+07,2010,6.3,0
"Color",213,105,1260917,"Micmacs ",24657,71,"French","France",2.7e+07,2009,7.2,0
"Color",119,110,116724075,"8 Mile ",187181,564,"English","USA",4.1e+07,2002,7,0
"Color",167,144,56083966,"A Knight's Tale ",137003,658,"English","USA",6.5e+07,2001,6.9,0
"Color",98,108,22108977,"The Medallion ",29861,132,"English","Hong Kong",4.1e+07,2003,5.2,505
"Color",234,107,293501675,"The Sixth Sense ",704766,2073,"English","USA",4e+07,1999,8.1,14000
"Color",258,102,18600911,"Man on a Ledge ",125198,153,"English","USA",4.2e+07,2012,6.6,11000
"Color",108,100,7204138,"The Big Year ",34809,125,"English","USA",4.1e+07,2011,6.2,11000
"Color",81,126,90800000,"The Karate Kid ",126907,235,"English","USA",8e+06,1984,7.2,0
"Color",538,138,150117807,"American Hustle ",358416,751,"English","USA",4e+07,2013,7.3,63000
"Color",224,108,163947053,"The Proposal ",227824,273,"English","USA",4e+07,2009,6.7,10000
"Color",129,105,116735231,"Double Jeopardy ",56646,336,"English","USA",7e+07,1999,6.4,0
"Color",125,108,118500000,"Back to the Future Part II ",340085,327,"English","USA",4e+07,1989,7.8,12000
"Color",433,89,126546825,"Lucy ",327367,918,"English","France",4e+07,2014,6.4,83000
"Color",362,129,166147885,"Fifty Shades of Grey ",220020,1360,"English","USA",4e+07,2015,4.1,101000
"Color",93,84,111760631,"Spy Kids 3-D: Game Over ",40227,188,"English","USA",3.8e+07,2003,4.1,681
"Color",71,149,108706165,"A Time to Kill ",99558,236,"English","USA",4e+07,1996,7.4,0
"Color",104,94,138614544,"Cheaper by the Dozen ",75152,288,"English","USA",4e+07,2003,5.8,0
"Color",319,121,125069696,"Lone Survivor ",203963,420,"English","USA",4e+07,2013,7.6,58000
" Black and White",41,128,107458785,"A League of Their Own ",71754,166,"English","USA",4e+07,1992,7.2,0
"Color",300,134,102310175,"The Conjuring 2 ",64989,279,"English","USA",4e+07,2016,7.8,40000
"Color",556,120,96917897,"The Social Network ",479453,696,"English","USA",4e+07,2010,7.7,74000
"Color",161,129,93952276,"He's Just Not That Into You ",132048,203,"English","USA",4e+07,2009,6.4,12000
"Color",151,89,90703745,"Scary Movie 4 ",93748,410,"English","USA",4.5e+07,2006,5.1,1000
"Color",212,116,89138076,"Scream 3 ",98535,734,"English","USA",4e+07,2000,5.5,0
"Color",111,118,87666629,"Back to the Future Part III ",283480,263,"English","USA",4e+07,1990,7.4,0
"Color",173,107,90353764,"Get Hard ",85629,144,"English","USA",4e+07,2015,6,14000
"Color",181,155,82522790,"Bram Stoker's Dracula ",143835,654,"English","USA",4e+07,1992,7.5,14000
"Color",252,123,94125426,"Julie & Julia ",79264,277,"English","USA",4e+07,2009,7,13000
"Color",216,128,95001343,"42 ",66511,200,"English","USA",4e+07,2013,7.5,28000
"Color",203,139,81292135,"The Talented Mr. Ripley ",137891,696,"English","USA",4e+07,1999,7.3,0
"Color",218,109,86208010,"Dumb and Dumber To ",97045,285,"English","USA",3.5e+07,2014,5.7,55000
"Color",118,120,81593527,"Eight Below ",48806,263,"English","USA",4e+07,2006,7.3,11000
"Color",241,121,75274748,"The Intern ",130661,304,"English","USA",3.5e+07,2015,7.2,54000
"Color",119,102,90835030,"Ride Along 2 ",28621,58,"English","USA",4e+07,2016,5.9,0
"Color",89,117,72455275,"The Last of the Mohicans ",113068,382,"English","USA",4e+07,1992,7.8,0
"Color",209,178,75305995,"Ray ",110394,433,"English","USA",4e+07,2004,7.7,0
" Black and White",374,147,74098862,"Sin City ",656640,1732,"English","USA",4e+07,2005,8.1,13000
"Color",235,90,72266306,"Vantage Point ",127528,422,"English","USA",4e+07,2008,6.6,0
"Color",215,105,71347010,"I Love You, Man ",166194,215,"English","USA",4e+07,2009,7.1,0
"Color",109,114,70836296,"Shallow Hal ",109445,426,"English","USA",4e+07,2001,5.9,0
" Black and White",125,206,70405498,"JFK ",113472,442,"English","France",4e+07,1991,8,0
"Color",65,99,70163652,"Big Momma's House 2 ",31968,82,"English","USA",4e+07,2006,4.6,663
"Color",125,123,66808615,"The Mexican ",87351,344,"English","USA",3.4e+07,2001,6.1,2000
"Color",322,137,115603980,"Unbroken ",103589,351,"English","USA",6.5e+07,2014,7.2,35000
"Color",191,102,64149837,"17 Again ",146899,185,"English","USA",2e+07,2009,6.4,0
"Color",191,109,83906114,"The Other Woman ",104481,189,"English","USA",4e+07,2014,6,16000
"Color",221,82,66466372,"The Final Destination ",75345,290,"English","USA",4e+07,2009,5.2,0
"Color",459,142,72306065,"Bridge of Spies ",178118,355,"English","USA",4e+07,2015,7.6,55000
"Color",131,106,59068786,"Behind Enemy Lines ",86902,411,"English","USA",4e+07,2001,6.4,0
"Color",118,106,57887882,"Shall We Dance ",35508,211,"English","USA",5e+07,2004,6.1,0
"Color",100,108,53955614,"Small Soldiers ",77415,139,"English","USA",4e+07,1998,6.1,0
"Color",70,98,54967359,"Spawn ",52805,209,"English","USA",4e+07,1997,5.2,0
"Color",138,131,54228104,"The Count of Monte Cristo ",104991,544,"English","UK",3.5e+07,2002,7.7,0
"Color",274,118,57981889,"The Lincoln Lawyer ",173848,203,"English","USA",4e+07,2011,7.3,25000
"Color",349,113,61094903,"Unknown ",210542,332,"English","UK",3e+07,2011,6.9,29000
"Color",341,130,53082743,"The Prestige ",844052,1100,"English","USA",4e+07,2006,8.5,49000
"Color",196,116,54414716,"Horrible Bosses 2 ",114294,187,"English","USA",4.2e+07,2014,6.3,12000
"Color",83,89,57011847,"Escape from Planet Earth ",20615,44,"English","USA",4e+07,2013,5.9,0
"Color",283,139,50859889,"Apocalypto ",236000,1043,"Maya","USA",4e+07,2006,7.8,14000
"Color",105,130,51185897,"The Living Daylights ",69457,271,"English","UK",3e+07,1987,6.7,0
"Color",351,107,52000688,"Predators ",171418,619,"English","USA",4e+07,2010,6.4,17000
"Color",16,116,49851591,"Legal Eagles ",7900,34,"English","USA",4e+07,1986,5.9,263
"Color",195,96,47781388,"Secret Window ",147504,531,"English","USA",4e+07,2004,6.6,0
"Color",175,99,52320979,"The Lake House ",114321,548,"English","USA",4e+07,2006,6.8,0
" Black and White",193,104,47806295,"The Skeleton Key ",87447,371,"English","USA",4.3e+07,2005,6.5,0
"Color",169,105,51853450,"The Odd Life of Timothy Green ",37398,110,"English","USA",2.5e+07,2012,6.6,11000
"Color",128,101,46012734,"Made of Honor ",54421,101,"English","USA",4e+07,2008,5.8,3000
"Color",249,134,47034272,"Jersey Boys ",25465,190,"English","USA",4e+07,2014,6.9,16000
"Color",91,135,45856732,"The Rainmaker ",46221,141,"English","USA",4e+07,1997,7.1,0
"Color",207,98,59588068,"Gothika ",89557,376,"English","USA",4e+07,2003,5.8,0
"Color",77,155,44175394,"Amistad ",56509,227,"English","USA",3.6e+07,1997,7.2,0
"Color",25,106,45500797,"Medicine Man ",17443,56,"English","USA",4e+07,1992,6,694
"Color",211,102,41797066,"Aliens vs. Predator: Requiem ",92789,998,"English","USA",4e+07,2007,4.7,0
"Color",19,95,38087756,"Ri¢hie Ri¢h ",49612,39,"English","USA",4e+07,1994,5.2,0
"Color",101,103,37752931,"Autumn in New York ",20201,180,"English","USA",4e+07,2000,5.5,0
"Color",342,109,37371385,"Paul ",192462,334,"English","USA",4e+07,2011,7,42000
"Color",147,95,37101011,"The Guilt Trip ",30394,103,"English","USA",4e+07,2012,5.8,0
"Color",420,111,38176892,"Scream 4 ",104119,518,"English","USA",4e+07,2011,6.2,26000
"Color",138,123,36283504,"8MM ",104564,587,"English","Germany",4e+07,1999,6.5,0
"Color",82,140,35183792,"The Doors ",68159,209,"English","USA",3.8e+07,1991,7.2,0
"Color",201,94,38543473,"Sex Tape ",84382,158,"English","USA",4e+07,2014,5.1,0
"Color",82,94,36037909,"Hanging Up ",10132,130,"English","Germany",6e+07,2000,4.7,390
"Color",277,92,42575718,"Final Destination 5 ",83788,227,"English","USA",4e+07,2011,5.9,20000
"Color",90,102,33864342,"Mickey Blue Eyes ",29968,117,"English","UK",4e+07,1999,5.8,445
"Color",157,123,33508922,"Pay It Forward ",95860,660,"English","USA",4e+07,2000,7.2,16000
"Color",124,104,42071069,"Fever Pitch ",36223,208,"English","USA",3e+07,2005,6.2,0
"Color",146,102,32853640,"Drillbit Taylor ",50199,101,"English","USA",4e+07,2008,5.7,702
"Color",303,136,42615685,"A Million Ways to Die in the West ",136093,416,"English","USA",4e+07,2014,6.1,24000
"Color",70,93,32055248,"The Shadow ",18723,146,"English","USA",2.5e+07,1994,6,0
"Color",283,129,31836745,"Extremely Loud & Incredibly Close ",81298,341,"English","USA",4e+07,2011,6.9,39000
"Color",212,107,30993544,"Morning Glory ",58871,156,"English","USA",4e+07,2010,6.5,0
"Color",98,117,30981850,"Get Rich or Die Tryin' ",35834,284,"English","USA",4e+07,2005,5,0
"Color",110,116,30199105,"The Art of War ",25346,167,"English","USA",4e+07,2000,5.7,470
"Color",146,135,29077547,"Rent ",41685,754,"English","USA",4e+07,2005,7,3000
"Color",100,107,29374178,"Bless the Child ",12093,188,"English","USA",4e+07,2000,5.1,394
"Color",62,90,28535768,"The Out-of-Towners ",10446,105,"English","USA",4e+07,1999,5.3,279
"Color",70,99,27663982,"The Island of Dr. Moreau ",26051,164,"English","USA",4e+07,1996,4.4,0
"Color",107,104,27053815,"The Musketeer ",12856,291,"English","Germany",4e+07,2001,4.7,299
"Color",169,115,26814957,"The Other Boleyn Girl ",84357,252,"English","UK",3.5e+07,2008,6.7,0
"Color",94,119,25178165,"Sweet November ",70292,274,"English","USA",4e+07,2001,6.7,8000
"Color",190,99,25117498,"The Reaping ",37412,178,"English","USA",4e+07,2007,5.7,0
"Color",112,112,32645,"Mean Streets ",67797,223,"English","USA",5e+05,1973,7.4,0
"Color",12,128,24332324,"Renaissance Man ",13830,61,"English","USA",4e+07,1994,6.1,680
"Color",201,112,36665854,"Colombiana ",76498,203,"English","France",4e+07,2011,6.4,15000
"Color",34,86,22717758,"The Magic Sword: Quest for Camelot ",11156,67,"English","USA",4e+07,1998,6.2,0
"Color",104,108,22433915,"City by the Sea ",21319,166,"English","USA",6e+07,2002,6.2,416
" Black and White",55,128,22326247,"At First Sight ",11232,106,"English","USA",6e+07,1999,5.9,0
"Color",86,84,21176322,"Torque ",23747,207,"English","USA",4e+07,2004,4,0
"Color",50,111,20300000,"City Hall ",16741,60,"English","USA",4e+07,1996,6.2,309
"Color",181,131,20302961,"Showgirls ",49874,450,"English","France",4.5e+07,1995,4.6,0
"Color",260,123,15962471,"Marie Antoinette ",79892,619,"English","USA",4e+07,2006,6.4,0
"Color",40,101,14942422,"Kiss of Death ",14226,60,"English","USA",4e+07,1995,5.9,555
"Color",102,102,14967182,"Get Carter ",27305,284,"English","USA",4e+07,2000,5.1,604
"Color",371,114,18996755,"The Impossible ",145270,322,"English","Spain",4.5e+07,2012,7.6,54000
"Color",49,107,14375181,"Ishtar ",8692,126,"English","USA",5.1e+07,1987,4.2,754
"Color",335,87,20999103,"Fantastic Mr. Fox ",139114,245,"English","USA",4e+07,2009,7.8,15000
"Color",86,103,14448589,"Life or Something Like It ",19364,128,"English","USA",4e+07,2002,5.8,835
"Color",40,99,14358033,"Memoirs of an Invisible Man ",17365,66,"English","USA",4e+07,1992,5.9,630
" Black and White",242,122,33201661,"Amélie ",534262,1314,"French","France",7.7e+07,2001,8.4,39000
"Color",70,91,14018364,"New York Minute ",17722,111,"English","USA",3e+07,2004,4.8,849
"Color",135,103,13395939,"Alfie ",43442,146,"English","UK",6e+07,2004,6.2,0
"Color",125,107,20113965,"Big Miracle ",15231,66,"English","USA",4e+07,2012,6.5,0
"Color",54,106,13376506,"The Deep End of the Ocean ",10413,111,"English","USA",4e+07,1999,6.3,579
"Color",104,101,13208023,"Feardotcom ",17309,388,"English","UK",4.2e+07,2002,3.3,612
"Color",157,109,13838130,"Cirque du Freak: The Vampire's Assistant ",35990,157,"English","USA",4e+07,2009,5.9,0
"Color",159,110,5773519,"Victor Frankenstein ",28618,91,"English","USA",4e+07,2015,6,11000
"Color",78,89,9652000,"Duplex ",46205,147,"English","USA",4e+07,2003,5.8,0
"Color",32,119,7000000,"Raise the Titanic ",2933,70,"English","UK",3.6e+07,1980,4.7,328
"Color",75,83,10431220,"Universal Soldier: The Return ",24216,162,"English","USA",2.4e+07,1999,4.1,401
"Color",219,108,10326062,"Pandorum ",121432,310,"English","Germany",3.3e+07,2009,6.8,10000
"Color",83,102,6114237,"Impostor ",19986,207,"English","USA",4e+07,2001,6.2,892
"Color",53,93,4835968,"Extreme Ops ",4821,82,"English","UK",4e+07,2002,4.5,158
"Color",61,84,4777007,"Just Visiting ",15130,98,"English","France",4e+07,2001,5.8,565
"Color",308,107,3675072,"Sunshine ",190132,801,"English","UK",2.6e+07,2007,7.3,15000
"Color",70,91,18438149,"A Thousand Words ",30842,93,"English","USA",4e+07,2012,5.9,0
"Color",41,94,511920,"Delgo ",2458,26,"English","USA",4e+07,2008,4.4,211
"Color",224,115,10640645,"The Gunman ",28429,110,"English","USA",4e+07,2015,5.8,0
"Color",66,93,652526,"Alex Rider: Operation Stormbreaker ",20201,187,"English","Germany",4e+07,2006,5.1,823
"Color",253,105,80050171,"Disturbia ",186982,491,"English","USA",2e+07,2007,6.9,0
"Color",79,107,7564000,"Hackers ",54650,223,"English","USA",2e+07,1995,6.2,12000
"Color",94,101,876671,"The Hunting Party ",22010,90,"English","USA",2.5e+07,2007,6.9,0
" Black and White",77,111,2869369,"The Hudsucker Proxy ",65474,211,"English","UK",3e+07,1994,7.3,0
"Color",106,113,128978,"The Warlords ",22897,61,"Mandarin","Hong Kong",4e+07,2007,7.1,0
"Color",30,112,77231,"Nomad: The Warrior ",3322,32,"Kazakh","France",2.5e+07,2005,6,265
"Color",488,126,4563029,"Snowpiercer ",181472,514,"English","South Korea",39200000,2013,7,58000
"Color",118,98,50693162,"The Crow ",136580,545,"English","USA",2.3e+07,1994,7.6,15000
"Color",44,159,6498000,"Baahubali: The Beginning ",62756,410,"Telugu","India",18026148,2015,8.4,21000
"Color",214,107,63411478,"The Time Traveler's Wife ",114925,234,"English","USA",3.9e+07,2009,7.1,13000
"Color",187,106,144512310,"The Fast and the Furious ",272227,988,"English","USA",3.8e+07,2001,6.7,14000
" Black and White",370,87,35287788,"Frankenweenie ",73886,165,"English","USA",3.9e+07,2012,7,25000
"Color",276,119,25335935,"Serenity ",242599,1594,"English","USA",4e+07,2005,8,14000
"Color",76,110,5881504,"Against the Ropes ",5917,50,"English","USA",3.9e+07,2004,5.3,177
"Color",95,125,60000000,"Superman III ",49934,224,"English","UK",3.9e+07,1983,4.9,0
"Color",211,113,29802761,"Grudge Match ",46480,115,"English","USA",4e+07,2013,6.4,12000
"Color",160,150,626809,"Red Cliff ",36894,105,"Mandarin","China",553632000,2008,7.4,0
"Color",97,108,127214072,"Sweet Home Alabama ",83786,392,"English","USA",3.8e+07,2002,6.1,0
"Color",174,96,88915214,"The Ugly Truth ",163665,169,"English","USA",3.8e+07,2009,6.5,9000
"Color",23,93,30400000,"Sgt. Bilko ",17810,73,"English","USA",3.9e+07,1996,5.7,478
"Color",103,100,85570368,"Spy Kids 2: Island of Lost Dreams ",44885,107,"English","USA",3.8e+07,2002,5.1,478
